name,DA,DB,DC,DD,DE,SDA,SDB,SDC,SDD,UI,WW,DA,DC,DD,SDA,SDB,SDC,SDD,UI,WW,lineage
Algoriphagus,0.003609,0.001211,0.002562,0.0007653,0.02524,0.001525,0.001049,0.002788,0.001859,0.002065,0.004953,0.02058,0.007299,0.001007,0.001884,0.00282,0.05312,0.002346,0.009618,0.009616,cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cyclobacteriaceae
Echinicola,0.005774,0.002825,0.01153,0.005357,0.002003,0.00305,0.003565,0.006843,0.02022,0.01377,0.0325,0.00893,0.005839,0.004026,0.006781,0.00564,0.008415,0.008211,0.01526,0.01721,cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cyclobacteriaceae
Candidatus Cardinium,0.00385,0.002018,0.007206,0.001531,0.001603,0.003897,0.004614,0.007603,0.002788,0.01583,0.004643,0.006989,0.006204,0.002684,0.007158,0.009025,0.00263,0.00782,0.006633,0.00776,cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Amoebophilaceae
Pedobacter,0.07386,0.02785,0.0426,0.04171,0.09616,0.0815,0.02705,0.03447,0.05182,0.1019,0.1873,0.4322,0.3751,0.1936,0.2065,0.1811,0.1715,0.1193,0.1492,0.1309,cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Sphingobacteriia>Sphingobacteriales>Sphingobacteriaceae
Mucilaginibacter,0.03753,0.02058,0.0482,0.02946,0.06451,0.09794,0.02726,0.02889,0.01905,0.06058,0.06934,0.2671,0.1992,0.1369,0.1413,0.1362,0.1657,0.1013,0.08026,0.07575,cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Sphingobacteriia>Sphingobacteriales>Sphingobacteriaceae
Sphingobacterium,0.08445,0.06619,0.06982,0.09642,0.218,0.06405,0.04174,0.04714,0.1341,0.1143,0.2284,0.1173,0.139,0.08354,0.08778,0.0956,0.1204,0.1275,0.2172,0.1744,cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Sphingobacteriia>Sphingobacteriales>Sphingobacteriaceae
Bacteroides,0.1345,0.1421,0.1611,0.07767,0.1234,0.1045,0.06984,0.09529,0.1362,0.05094,0.09286,0.0695,0.1201,0.05569,0.05463,0.0722,0.09361,0.0997,0.1141,0.0997,cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Bacteroidaceae
Prevotella,0.02911,0.04237,0.03059,0.02181,0.04888,0.07879,0.01888,0.02661,0.05809,0.0413,0.03993,0.01708,0.04489,0.01879,0.01394,0.02566,0.04102,0.0305,0.04278,0.03205,cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Prevotellaceae
Alistipes,0.01756,0.01453,0.02514,0.00727,0.01242,0.02576,0.02789,0.02433,0.01301,0.02065,0.01145,0.01553,0.01971,0.0161,0.01093,0.01382,0.01578,0.01408,0.008623,0.02632,cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Rikenellaceae
Porphyromonas,0.0007218,0.0008071,0.0008007,NA,0.0008013,0.0006778,0.0006292,0.0007603,0.001627,NA,0.0003095,0.001553,0.001095,NA,0.0003767,0.002256,0.0005259,0.000782,0.0003316,0.0003374,cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Porphyromonadaceae
Tannerella,0.0007218,0.0004036,0.002082,0.001148,0.002003,0.002711,0.001049,0.0002534,0.001627,0.004819,0.0006191,0.001165,0.00146,0.001007,NA,0.001128,0.00263,0.001564,0.0003316,0.0008435,cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Tannerellaceae
Parabacteroides,0.04836,0.04439,0.05781,0.03597,0.04768,0.04473,0.02601,0.0256,0.04183,0.03717,0.07057,0.03844,0.05036,0.02349,0.02599,0.0454,0.04576,0.04379,0.04145,0.05162,cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Tannerellaceae
Arachidicoccus,0.006496,0.001614,0.008327,0.008801,0.003205,0.003728,0.003775,0.005575,0.002788,0.02685,0.01579,0.007766,0.01423,0.009394,0.005651,0.005076,0.008941,0.0129,0.02653,0.02109,cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Chitinophagia>Chitinophagales>Chitinophagaceae
Chitinophaga,0.01323,0.004036,0.0245,0.009566,0.003205,0.007286,0.01489,0.01343,0.002788,0.02065,0.01269,0.008154,0.01204,0.01007,0.01093,0.00705,0.01946,0.02737,0.02719,0.02008,cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Chitinophagia>Chitinophagales>Chitinophagaceae
Niabella,0.01804,0.002825,0.03699,0.01684,0.002404,0.0122,0.01405,0.01039,0.002788,0.01721,0.01486,0.01553,0.01496,0.01241,0.01168,0.01072,0.01578,0.01525,0.02554,0.02649,cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Chitinophagia>Chitinophagales>Chitinophagaceae
Chlorobium,0.001203,0.001211,0.003043,0.002678,0.003606,0.0005083,0.003565,0.003295,0.0006971,0.00413,0.002167,0.001165,0.002919,0.001678,0.00113,0.001692,0.002104,0.00391,0.002321,0.004049,cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Chlorobi>Chlorobia>Chlorobiales>Chlorobiaceae>Chlorobium/Pelodictyon&nbsp;group
Pelodictyon,NA,NA,0.0003203,0.0003826,NA,0.0001694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Chlorobi>Chlorobia>Chlorobiales>Chlorobiaceae>Chlorobium/Pelodictyon&nbsp;group
Chlorobaculum,0.01732,0.004843,0.02098,0.005357,0.00641,0.01288,0.03083,0.0294,0.006041,0.01652,0.00681,0.01398,0.01131,0.01174,0.01319,0.02143,0.01999,0.01095,0.01758,0.02396,cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Chlorobi>Chlorobia>Chlorobiales>Chlorobiaceae
Prosthecochloris,0.003368,NA,0.003043,0.001531,NA,0.001017,0.002726,0.003295,0.0006971,0.006196,0.001238,0.005824,0.002919,0.001678,0.001884,0.001692,0.001052,0.001564,0.002985,0.004555,cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Chlorobi>Chlorobia>Chlorobiales>Chlorobiaceae
Gemmatimonas,0.02262,0.006457,0.0474,0.002678,0.004007,0.01203,0.02349,0.02179,0.02231,0.02409,0.002786,0.02485,0.02226,0.02583,0.03315,0.03328,0.04365,0.01368,0.009286,0.02919,cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Gemmatimonadetes>Gemmatimonadetes>Gemmatimonadales>Gemmatimonadaceae
Opitutus,0.01564,0.003229,0.01425,0.005357,0.01202,0.01169,0.01636,0.01799,0.006041,0.005507,0.003714,0.01941,0.01241,0.0151,0.01469,0.0189,0.02051,0.00782,0.006301,0.01755,cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia>Opitutae>Opitutales>Opitutaceae
Verrucomicrobium,0.007218,0.002421,0.008808,0.002296,0.003606,0.003219,0.009857,0.02433,0.001627,0.01308,0.004334,0.006989,0.005109,0.006039,0.005274,0.00564,0.005785,0.003519,0.007959,0.0135,cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales>Verrucomicrobiaceae
Akkermansia,0.0101,0.006861,0.03699,0.004209,0.005609,0.007964,0.02601,0.06108,0.006739,0.07159,0.01269,0.02058,0.007663,0.01577,0.02072,0.02228,0.03366,0.01056,0.03648,0.04184,cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales>Akkermansiaceae
Methylacidiphilum,0.01347,0.01049,0.01425,0.001913,0.002805,0.009828,0.01992,0.03193,0.004183,0.005507,0.004643,0.01048,0.008758,0.01409,0.01469,0.02031,0.01262,0.005865,0.01625,0.0135,cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobia>Methylacidiphilae>Methylacidiphilales>Methylacidiphilaceae
Planctomyces,0.006737,0.0004036,0.004964,0.002678,0.00641,0.003389,0.01007,0.009123,0.004183,0.006196,0.003095,0.007766,0.004014,0.005033,0.008288,0.007614,0.005785,0.00391,0.004643,0.008773,cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes>Planctomycetia>Planctomycetales>Planctomycetaceae
Gemmata,0.04499,0.01211,0.03219,0.006505,0.01923,0.03762,0.05222,0.0631,0.01743,0.03373,0.01764,0.04426,0.02773,0.03724,0.04219,0.03779,0.05996,0.03714,0.03051,0.06394,cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes>Planctomycetia>Planctomycetales>Gemmataceae
Sedimentisphaera,0.005774,0.007264,0.005124,0.001531,0.001603,0.004406,0.005663,0.008363,0.003021,0.00413,0.004024,0.003883,0.009488,0.005704,0.009042,0.009307,0.005785,0.003519,0.004311,0.006917,cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes>Phycisphaerae>Sedimentisphaerales>Sedimentisphaeraceae
Chlamydia,0.01371,0.02381,0.03011,0.03138,0.01202,0.01627,0.009018,0.01445,0.03276,0.04819,0.01052,0.03029,0.02263,0.01845,0.0275,0.02877,0.0284,0.02111,0.01293,0.01367,cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Chlamydiae>Chlamydiia>Chlamydiales>Chlamydiaceae>Chlamydia/Chlamydophila&nbsp;group
Candidatus Protochlamydia,0.00818,0.01534,0.002562,0.004209,0.02324,0.04829,0.008179,0.003801,0.007203,0.003442,0.005881,0.02291,0.0354,0.02114,0.02976,0.02736,0.02209,0.01916,0.01293,0.0108,cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Chlamydiae>Chlamydiia>Parachlamydiales>Parachlamydiaceae
Treponema,0.01323,0.01856,0.02482,0.01454,0.005609,0.008133,0.009857,0.01166,0.03485,0.05783,0.01269,0.01281,0.02664,0.0104,0.01319,0.01466,0.0284,0.01955,0.01492,0.01839,cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae
Sphaerochaeta,0.001444,0.01856,0.002242,0.001148,0.0004007,0.002033,0.001258,0.001014,0.001394,0.0006884,0.0006191,0.001941,0.01825,0.001342,0.0003767,0.00282,0.001578,0.002346,0.0006633,0.001856,cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae
Borreliella,0.006015,0.01332,0.01105,0.006122,0.01002,0.005931,0.004404,0.01039,0.007668,0.02822,0.01238,0.007377,0.01752,0.007046,0.01093,0.00846,0.0163,0.01212,0.01028,0.01215,cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Borreliaceae
Borrelia,0.01251,0.02099,0.01585,0.008801,0.008414,0.007795,0.006082,0.007603,0.01092,0.01239,0.013,0.02019,0.02518,0.0161,0.01695,0.02284,0.09835,0.01877,0.02819,0.01282,cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Borreliaceae
Leptospira,0.01131,0.007668,0.01473,0.008801,0.01402,0.01169,0.009228,0.007603,0.009759,0.01377,0.01455,0.02019,0.01898,0.00973,0.01206,0.01636,0.01578,0.0129,0.01725,0.01569,cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Leptospirales>Leptospiraceae
Brachyspira,0.01299,0.1102,0.01249,0.01607,0.008814,0.01322,0.007131,0.00963,0.00883,0.01308,0.01702,0.01048,0.01679,0.0104,0.007158,0.01269,0.01525,0.0215,0.01426,0.01636,cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Brachyspirales>Brachyspiraceae
Terriglobus,0.002647,NA,0.002082,0.0007653,0.002404,0.002372,0.007131,0.004562,0.0006971,0.003442,0.001857,0.005436,0.003649,0.003355,0.003767,0.00564,0.00263,0.002737,0.0009949,0.004724,cellular&nbsp;organisms>Bacteria>Acidobacteria>Acidobacteriia>Acidobacteriales>Acidobacteriaceae
Granulicella,0.003128,NA,0.002882,NA,0.004407,0.002203,0.004194,0.003041,0.0006971,0.001377,0.0009286,0.002718,0.00219,0.002684,0.00113,0.004794,0.003681,0.002346,0.002321,0.003205,cellular&nbsp;organisms>Bacteria>Acidobacteria>Acidobacteriia>Acidobacteriales>Acidobacteriaceae
Fusobacterium,0.04162,0.1041,0.04228,0.03214,0.03886,0.03626,0.02055,0.02509,0.02812,0.04475,0.03374,0.02912,0.05291,0.02181,0.02524,0.04315,0.05575,0.0606,0.06633,0.04268,cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Fusobacteriaceae
Leptotrichia,0.004571,0.00565,0.005285,0.009566,0.004407,0.004236,0.002726,0.004055,0.004415,0.005507,0.003405,0.007377,0.006569,0.003355,0.003391,0.005922,0.008415,0.006647,0.006301,0.007423,cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Leptotrichiaceae
Thermosipho,0.009864,0.01372,0.01297,0.009566,0.005209,0.006778,0.004404,0.007603,0.008133,0.006884,0.008358,0.00893,0.01131,0.007046,0.01055,0.01438,0.02787,0.01642,0.01758,0.01333,cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Thermotogales>Fervidobacteriaceae
Fervidobacterium,0.003609,0.004036,0.002082,0.0007653,0.0004007,0.002542,0.003565,0.003548,0.001394,0.001377,0.0009286,0.004659,0.004379,0.003355,0.001884,0.006204,0.007363,0.001955,0.001327,0.00388,cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Thermotogales>Fervidobacteriaceae
Pseudothermotoga,0.004571,0.004439,0.006886,0.00727,0.00601,0.004406,0.003985,0.002281,0.009062,0.008261,0.005572,0.004271,0.01131,0.006039,0.004521,0.005922,0.009467,0.01251,0.005638,0.007086,cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Thermotogales>Thermotogaceae
Thermotoga,0.01299,0.01534,0.01601,0.01071,0.007612,0.01152,0.01531,0.009884,0.01232,0.01446,0.01176,0.01243,0.02044,0.01208,0.01168,0.02313,0.02104,0.01173,0.01725,0.02143,cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Thermotogales>Thermotogaceae
Marinitoga,0.0142,0.01776,0.01249,0.007653,0.01563,0.01203,0.008599,0.009377,0.007436,0.02272,0.01362,0.01359,0.01898,0.007717,0.007911,0.01269,0.02051,0.0258,0.02122,0.01586,cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Petrotogales>Petrotogaceae
Kosmotoga,0.0004812,0.0004036,0.0003203,0.0003826,NA,0.0005083,0.0004194,NA,0.0004647,NA,NA,0.001553,0.001095,NA,0.00113,0.000564,0.002104,0.000391,NA,0.0003374,cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Kosmotogales>Kosmotogaceae
Nitrospira,0.02478,0.00565,0.01441,0.001531,0.009215,0.0244,0.05159,0.0223,0.00488,0.002754,0.005572,0.02446,0.007663,0.01879,0.02486,0.02905,0.01841,0.01095,0.002985,0.0334,cellular&nbsp;organisms>Bacteria>Nitrospirae>Nitrospira>Nitrospirales>Nitrospiraceae
Leptospirillum,0.01203,0.006861,0.02098,0.009183,0.01322,0.009658,0.01908,0.02027,0.005112,0.006196,0.008358,0.01126,0.01606,0.01376,0.01695,0.01607,0.02051,0.01759,0.01128,0.02261,cellular&nbsp;organisms>Bacteria>Nitrospirae>Nitrospira>Nitrospirales>Nitrospiraceae
Sulfurihydrogenibium,0.001925,0.003229,0.002082,0.0007653,0.001603,0.002372,0.0008389,0.0007603,0.0006971,0.001377,0.0009286,0.003106,0.003284,0.001007,0.001884,0.003102,0.004733,0.001955,0.0009949,0.002868,cellular&nbsp;organisms>Bacteria>Aquificae>Aquificae>Aquificales>Hydrogenothermaceae
Thermocrinis,0.001684,0.003632,0.001601,0.0003826,0.0004007,0.001864,0.001678,0.001267,0.0006971,0.008949,0.0009286,0.001941,0.00219,0.0003355,0.001884,0.002538,0.001052,0.002737,0.001327,0.001012,cellular&nbsp;organisms>Bacteria>Aquificae>Aquificae>Aquificales>Aquificaceae
Hydrogenobaculum,0.009143,0.008475,0.007847,0.005739,0.0008013,0.007117,0.002726,0.005069,0.005577,0.008261,0.007119,0.004271,0.01022,0.007046,0.006028,0.01607,0.008941,0.01212,0.01791,0.01181,cellular&nbsp;organisms>Bacteria>Aquificae>Aquificae>Aquificales>Aquificaceae
Thermanaerovibrio,0.00385,0.0008071,0.004644,0.001148,NA,0.001864,0.002307,0.003295,0.0002324,0.002754,0.0009286,0.003495,0.002554,0.00302,0.003767,0.004512,0.00263,0.000782,0.0006633,0.002699,cellular&nbsp;organisms>Bacteria>Synergistetes>Synergistia>Synergistales>Synergistaceae
Thermodesulfobacterium,NA,NA,0.0001601,0.0003826,NA,0.0001694,0.0002097,0.0005069,NA,NA,0.0006191,0.0007766,NA,0.001007,0.0003767,0.000564,0.0005259,NA,0.0003316,0.0003374,cellular&nbsp;organisms>Bacteria>Thermodesulfobacteria>Thermodesulfobacteria>Thermodesulfobacteriales>Thermodesulfobacteriaceae
Endomicrobium,0.0002406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cellular&nbsp;organisms>Bacteria>Elusimicrobia>Endomicrobia>Endomicrobiales>Endomicrobiaceae
Dictyoglomus,0.003368,0.002421,0.002722,0.0003826,0.001202,0.001525,0.001888,0.002788,0.001162,0.0006884,0.0009286,0.006213,0.002554,0.00302,0.006404,0.00423,0.00263,0.002346,0.002653,0.001856,cellular&nbsp;organisms>Bacteria>Dictyoglomi>Dictyoglomia>Dictyoglomales>Dictyoglomaceae
Haloplanus,0.03248,0.01291,0.02963,0.008418,0.02043,0.01999,0.04215,0.04688,0.01394,0.03235,0.009596,0.03611,0.02919,0.02718,0.02373,0.03751,0.04313,0.03402,0.02023,0.0361,cellular&nbsp;organisms>Archaea>Euryarchaeota>Stenosarchaea&nbsp;group>Halobacteria>Haloferacales>Haloferacaceae
Haloferax,0.01756,0.003229,0.01713,0.003444,0.03846,0.01101,0.02915,0.03193,0.008365,0.008949,0.005881,0.02019,0.01934,0.01778,0.01432,0.01918,0.0263,0.008602,0.008291,0.02412,cellular&nbsp;organisms>Archaea>Euryarchaeota>Stenosarchaea&nbsp;group>Halobacteria>Haloferacales>Haloferacaceae
Halorubrum,0.001684,NA,0.002402,NA,0.0004007,0.001864,0.001258,0.003041,0.0009295,NA,0.001238,0.001941,0.002919,0.002349,0.0003767,0.002256,0.006311,0.001173,0.002653,0.002193,cellular&nbsp;organisms>Archaea>Euryarchaeota>Stenosarchaea&nbsp;group>Halobacteria>Haloferacales>Halorubraceae
Haloterrigena,0.0004812,NA,NA,NA,NA,NA,0.001258,0.001267,0.0004647,NA,0.0003095,0.002718,NA,0.0003355,NA,0.000846,0.0005259,NA,0.0003316,0.0003374,cellular&nbsp;organisms>Archaea>Euryarchaeota>Stenosarchaea&nbsp;group>Halobacteria>Natrialbales>Natrialbaceae
Natrinema,0.002165,0.0008071,0.001121,NA,0.0008013,0.001186,0.003775,0.001267,NA,NA,NA,0.00233,0.0007299,0.001007,0.0003767,0.00141,0.001578,0.000782,0.0003316,0.001518,cellular&nbsp;organisms>Archaea>Euryarchaeota>Stenosarchaea&nbsp;group>Halobacteria>Natrialbales>Natrialbaceae
Natronolimnobius,0.01492,0.01049,0.01906,0.008801,0.01763,0.01084,0.02622,0.01977,0.0079,0.008261,0.009905,0.02718,0.01934,0.01879,0.01507,0.02595,0.02998,0.01251,0.009618,0.0194,cellular&nbsp;organisms>Archaea>Euryarchaeota>Stenosarchaea&nbsp;group>Halobacteria>Natrialbales>Natrialbaceae
Haloarcula,0.02213,0.00565,0.0181,0.006887,0.01242,0.01271,0.02705,0.02737,0.007668,0.0117,0.008048,0.01941,0.01387,0.02214,0.01507,0.02651,0.0305,0.0129,0.01526,0.02244,cellular&nbsp;organisms>Archaea>Euryarchaeota>Stenosarchaea&nbsp;group>Halobacteria>Halobacteriales>Haloarculaceae
Halorhabdus,0.001444,0.0008071,0.001601,0.0007653,0.0004007,0.001356,0.002097,0.002027,0.001162,0.001377,0.001238,0.001165,0.0003649,NA,0.00226,0.001128,0.001052,0.000782,0.001658,0.004049,cellular&nbsp;organisms>Archaea>Euryarchaeota>Stenosarchaea&nbsp;group>Halobacteria>Halobacteriales>Haloarculaceae
Natronomonas,0.0002406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0007766,NA,NA,NA,0.000282,NA,NA,NA,NA,cellular&nbsp;organisms>Archaea>Euryarchaeota>Stenosarchaea&nbsp;group>Halobacteria>Halobacteriales>Haloarculaceae
Halobacterium,0.00409,0.001211,0.003203,NA,0.0008013,0.002033,0.00776,0.00887,0.001394,0.002754,0.0003095,0.001165,0.002554,0.002013,0.002637,0.00141,0.002104,0.001955,0.00199,0.002868,cellular&nbsp;organisms>Archaea>Euryarchaeota>Stenosarchaea&nbsp;group>Halobacteria>Halobacteriales>Halobacteriaceae
Methanosarcina,0.1537,0.04681,0.04324,0.0111,0.05088,0.04304,0.2135,0.06919,0.07761,0.01996,0.02879,0.02058,0.02627,0.02114,0.02034,0.02369,0.0305,0.0391,0.02454,0.05112,cellular&nbsp;organisms>Archaea>Euryarchaeota>Stenosarchaea&nbsp;group>Methanomicrobia>Methanosarcinales>Methanosarcinaceae
Methanococcoides,0.0004812,NA,NA,0.0003826,NA,NA,NA,NA,NA,0.0006884,NA,0.0007766,0.00146,NA,0.0003767,NA,NA,0.002346,0.0003316,NA,cellular&nbsp;organisms>Archaea>Euryarchaeota>Stenosarchaea&nbsp;group>Methanomicrobia>Methanosarcinales>Methanosarcinaceae
Methanohalophilus,0.001203,0.002421,0.002562,0.006505,NA,0.001186,0.001468,0.0005069,0.00395,0.0006884,0.002476,0.002718,0.005474,0.000671,0.001507,0.002538,0.002104,0.005083,0.00398,0.002362,cellular&nbsp;organisms>Archaea>Euryarchaeota>Stenosarchaea&nbsp;group>Methanomicrobia>Methanosarcinales>Methanosarcinaceae
Methanothrix,0.0004812,NA,0.0009608,0.0003826,0.0008013,0.0005083,0.0006292,NA,0.0009295,NA,0.0003095,0.0003883,0.0003649,NA,NA,0.000282,0.0005259,0.000391,NA,0.001518,cellular&nbsp;organisms>Archaea>Euryarchaeota>Stenosarchaea&nbsp;group>Methanomicrobia>Methanosarcinales>Methanosaetaceae
Methanoculleus,0.01468,0.04883,0.02066,0.003826,0.005209,0.01237,0.02747,0.01749,0.01255,0.004819,0.0065,0.0132,0.01934,0.01275,0.007911,0.01438,0.0142,0.01134,0.008954,0.02058,cellular&nbsp;organisms>Archaea>Euryarchaeota>Stenosarchaea&nbsp;group>Methanomicrobia>Methanomicrobiales>Methanomicrobiaceae
Methanoregula,0.001925,0.001211,0.002722,NA,0.004407,0.0001694,0.0004194,0.0007603,0.004647,0.001377,0.0006191,0.0003883,NA,0.000671,NA,0.000846,0.0005259,0.001173,0.00199,0.002362,cellular&nbsp;organisms>Archaea>Euryarchaeota>Stenosarchaea&nbsp;group>Methanomicrobia>Methanomicrobiales>Methanoregulaceae
Methanocella,0.0009624,0.0004036,0.0001601,NA,0.0004007,NA,0.0004194,0.0005069,NA,NA,0.0006191,NA,NA,0.001007,NA,0.001128,0.0005259,0.000391,0.0006633,0.0003374,cellular&nbsp;organisms>Archaea>Euryarchaeota>Stenosarchaea&nbsp;group>Methanomicrobia>Methanocellales>Methanocellaceae
Methanobrevibacter,0.0009624,0.0117,0.0008007,0.0007653,0.0004007,0.008981,0.004404,NA,0.0002324,NA,0.001548,0.00233,0.01131,0.0003355,0.00113,0.002538,0.006837,0.001173,0.0009949,0.0005061,cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanomada&nbsp;group>Methanobacteria>Methanobacteriales>Methanobacteriaceae
Methanobacterium,0.008661,0.00565,0.009288,0.01033,0.004808,0.005761,0.007131,0.003548,0.009992,0.007572,0.009596,0.002718,0.006204,0.004697,0.004898,0.007614,0.006311,0.005083,0.01658,0.01113,cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanomada&nbsp;group>Methanobacteria>Methanobacteriales>Methanobacteriaceae
Methanosphaera,NA,NA,0.0001601,NA,0.0004007,0.0003389,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000282,NA,0.000391,0.0003316,0.0001687,cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanomada&nbsp;group>Methanobacteria>Methanobacteriales>Methanobacteriaceae
Methanothermobacter,0.002165,0.0008071,0.002722,NA,0.001202,0.0006778,0.001049,0.0005069,0.001394,0.002754,0.004334,0.0003883,0.004379,0.001007,0.0007535,0.001128,0.001578,0.001173,0.00398,0.002024,cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanomada&nbsp;group>Methanobacteria>Methanobacteriales>Methanobacteriaceae
Methanococcus,NA,0.001211,0.0006405,NA,NA,0.0005083,NA,NA,0.0002324,NA,0.0003095,0.0003883,0.0003649,0.0003355,NA,NA,0.0005259,0.000391,0.001658,0.001181,cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanomada&nbsp;group>Methanococci>Methanococcales>Methanococcaceae
Methanocaldococcus,0.001444,NA,0.0008007,0.0007653,0.0004007,0.001017,0.001468,0.001521,0.00488,0.005507,NA,NA,0.00219,0.000671,0.0003767,0.000564,0.003156,0.001564,0.001327,0.0006748,cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanomada&nbsp;group>Methanococci>Methanococcales>Methanocaldococcaceae
Thermococcus,0.01636,0.01453,0.01906,0.01186,0.005609,0.008981,0.01888,0.01774,0.0079,0.008949,0.003405,0.01903,0.01277,0.00973,0.01243,0.01664,0.01999,0.008211,0.01094,0.02109,cellular&nbsp;organisms>Archaea>Euryarchaeota>Thermococci>Thermococcales>Thermococcaceae
Pyrococcus,NA,NA,0.0001601,0.0003826,NA,NA,NA,NA,NA,NA,0.0006191,NA,NA,NA,NA,NA,NA,NA,0.0003316,0.0005061,cellular&nbsp;organisms>Archaea>Euryarchaeota>Thermococci>Thermococcales>Thermococcaceae
